,bedrooms,bathrooms,house_floors,kcgs_waterfront,kcgs_view,kcgs_condition,kcgs_grade,year_construction,year_renovation,zip_code,price,m2_living,m2_lot
56,5,4,3,0,1,4,11,1988,0,98040,1960000.0,576.2081784386618,2172.2118959107806
57,5,4,2,1,4,4,11,1989,0,98008,3300000.0,576.2081784386618,1289.3122676579926
58,6,5,2,0,0,3,11,2007,0,98074,1280000.0,572.4907063197027,2554.832713754647
59,4,5,2,0,0,3,11,2005,0,98059,1320000.0,567.8438661710037,963.6617100371748
60,5,4,3,0,0,3,11,2000,0,98014,1610000.0,565.5204460966543,13264.405204460967
61,5,4,2,0,0,3,12,1999,0,98024,1550000.0,564.1263940520446,15950.371747211897
62,5,4,2,0,0,3,11,2004,0,98059,1570000.0,564.1263940520446,1369.0520446096655
63,4,5,1,0,3,4,12,1996,0,98006,1760000.0,562.7323420074349,2010.2230483271376
64,6,5,2,0,3,3,11,2001,0,98024,1600000.0,562.2676579925651,21436.059479553904
65,4,4,2,0,2,3,9,2009,0,98077,930000.0,562.2676579925651,7894.237918215614
66,6,4,2,0,0,3,11,1996,0,98029,1150000.0,561.3382899628253,20403.53159851301
67,3,3,2,0,0,3,11,1991,0,98004,1830000.0,560.4089219330855,3653.9962825278812
68,4,3,2,0,0,3,11,2004,0,98053,1530000.0,556.6914498141264,10323.234200743495
69,5,4,2,1,4,3,11,2002,0,98027,2200000.0,556.6914498141264,971.1895910780669
70,6,3,2,0,4,3,10,2005,0,98065,1140000.0,553.9033457249071,1877.0446096654275
71,5,3,2,0,2,3,10,1984,0,98008,1360000.0,553.9033457249071,1273.5130111524163
72,4,3,2,0,4,3,11,2004,0,98065,1150000.0,552.0446096654275,1071.8401486988848
73,5,3,2,0,2,3,11,1996,0,98027,1520000.0,551.1152416356878,1234.9442379182155
74,4,3,2,0,0,5,10,1907,0,98112,2400000.0,544.6096654275093,669.1449814126394
75,4,4,2,0,0,4,10,1996,0,98072,1160000.0,544.6096654275093,4915.334572490707
76,6,4,2,0,3,3,10,2013,0,98006,1750000.0,544.6096654275093,1294.4237918215613
77,4,3,2,0,0,4,12,1990,0,98006,1530000.0,543.6802973977696,3259.2936802973977
78,5,3,2,0,2,4,11,1978,0,98004,1700000.0,543.6802973977696,2126.8587360594797
79,4,3,2,0,1,3,11,2007,0,98023,1280000.0,543.1226765799256,1000.5576208178439
80,5,4,2,0,0,3,12,2006,0,98029,2200000.0,542.7509293680298,1595.5390334572492
81,5,4,2,0,1,3,11,1988,0,98004,2200000.0,542.7509293680298,1082.899628252788
82,4,3,2,0,0,3,11,2005,0,98024,1580000.0,541.8215613382899,12185.50185873606
83,4,5,2,0,0,3,11,1993,0,98042,784500.0,540.8921933085502,1292.3791821561338
84,4,5,2,0,0,3,10,2004,0,98033,1880000.0,539.9628252788104,691.449814126394
85,5,3,2,0,3,3,10,2014,0,98006,1240000.0,538.1040892193308,1275.6505576208178
86,5,3,2,0,3,3,10,2014,0,98006,1750000.0,538.1040892193308,1183.921933085502
87,4,4,2,0,0,3,11,2008,0,98112,2890000.0,537.1747211895911,666.635687732342
88,5,4,2,0,0,3,11,2006,0,98040,2320000.0,537.1747211895911,1580.2973977695167
89,5,5,1,0,2,3,11,1984,0,98003,740000.0,536.6171003717473,2943.7732342007434
90,4,4,2,1,4,4,11,1980,0,98040,3850000.0,536.2453531598513,1979.5539033457248
91,6,4,2,0,3,3,12,1998,0,98006,1680000.0,536.2453531598513,1556.4126394052046
92,4,4,1,0,3,5,9,1949,0,98115,1540000.0,536.2453531598513,934.0148698884758
93,4,2,2,0,4,4,12,1994,0,98177,2880000.0,535.3159851301116,2977.0446096654277
94,6,4,2,0,2,3,11,2000,0,98006,1380000.0,533.457249070632,958.364312267658
95,4,2,2,0,4,3,11,1991,0,98074,1230000.0,532.5278810408922,4177.230483271375
96,6,4,2,0,0,3,10,2004,0,98006,1330000.0,531.5985130111525,949.1635687732343
97,4,4,2,0,0,3,11,2007,0,98092,930000.0,530.6691449814126,2292.1003717472117
98,6,2,1,0,4,4,10,1977,0,98006,1390000.0,529.7397769516729,1858.736059479554
99,4,4,2,0,2,3,11,2008,0,98010,935000.0,526.9516728624535,7831.505576208178
100,4,4,2,0,0,3,10,2001,0,98019,955000.0,526.0223048327138,17991.914498141265
101,4,3,2,0,2,3,11,2015,0,98006,2000000.0,524.1635687732343,3253.3457249070634
102,4,4,2,0,3,3,10,2011,0,98003,950000.0,523.6988847583643,901.0223048327138
103,5,4,3,0,3,3,11,1999,0,98199,1570000.0,522.3048327137546,539.0334572490707
104,5,3,2,0,0,4,11,1916,0,98144,2500000.0,522.3048327137546,1177.6951672862454
105,5,4,2,0,0,3,11,1996,0,98072,995000.0,521.3754646840149,2093.7732342007434
106,4,4,3,0,0,3,11,2006,0,98074,1580000.0,521.3754646840149,1028.1598513011152
107,5,3,2,0,0,3,10,1988,0,98072,1090000.0,520.4460966542752,9958.828996282527
108,4,4,2,0,0,3,11,1998,0,98014,1680000.0,518.9591078066915,6343.587360594795
109,5,3,2,0,0,5,9,1952,0,98105,1860000.0,517.6579925650558,892.1933085501859
110,4,4,2,0,0,3,11,2005,0,98059,1500000.0,515.7992565055762,1205.2044609665427
111,4,3,2,0,2,4,12,2000,0,98039,3710000.0,515.7992565055762,2609.4795539033457
112,4,4,2,0,0,3,9,2003,0,98040,1650000.0,515.7992565055762,1493.0297397769516
113,6,4,2,0,2,3,11,2014,0,98033,2350000.0,515.7992565055762,1073.1412639405205
114,4,4,2,0,0,3,11,2003,0,98014,937500.0,515.3345724907064,80966.54275092937
115,4,4,2,0,1,3,11,2006,0,98004,2580000.0,514.8698884758364,1431.9702602230484
116,6,4,2,0,2,4,11,1909,0,98119,2630000.0,514.8698884758364,669.1449814126394
117,5,3,1,0,2,3,10,1969,1994,98072,1350000.0,513.9405204460967,3607.4349442379184
118,4,3,2,0,3,3,9,2008,0,98006,1270000.0,513.0111524163569,772.5836431226766
119,3,4,2,0,4,3,13,1997,0,98177,3800000.0,512.0817843866171,3252.7881040892194
120,4,3,1,0,4,3,12,1996,0,98006,1790000.0,510.2230483271376,1328.996282527881
121,5,6,2,0,0,3,12,2005,0,98039,3640000.0,510.2230483271376,1849.1635687732341
122,6,4,1,1,4,5,11,1936,0,98105,3650000.0,509.29368029739777,1803.0669144981414
123,6,4,2,0,0,4,10,1991,0,98031,800000.0,509.29368029739777,17569.702602230485
124,6,4,2,0,3,4,9,1999,0,98119,2400000.0,509.29368029739777,1003.7174721189591
125,3,3,2,1,4,3,11,1991,0,98166,2510000.0,509.29368029739777,5389.405204460967
126,4,2,2,1,4,3,11,1992,0,98118,1610000.0,508.364312267658,1691.4498141263941
127,5,3,2,0,0,3,11,1976,0,98005,975000.0,508.364312267658,3259.386617100372
128,4,2,1,0,0,4,9,1964,0,98032,545000.0,507.5278810408922,2126.39405204461
129,4,3,1,0,0,5,9,1984,0,98042,610000.0,506.50557620817847,3444.0520446096657
130,5,5,2,0,0,3,11,2014,0,98039,3420000.0,506.50557620817847,1897.0260223048328
131,4,2,1,0,0,2,9,1969,0,98001,850000.0,505.57620817843866,22265.799256505576
132,4,3,2,0,0,3,12,1990,0,98053,1770000.0,505.57620817843866,3615.2416356877325
133,4,3,2,0,0,4,10,1987,0,98053,1360000.0,504.6468401486989,10120.81784386617
134,5,3,2,0,2,3,10,2007,0,98006,1240000.0,504.6468401486989,959.7583643122676
135,4,4,1,0,0,3,11,2001,0,98053,1230000.0,503.7174721189591,9473.048327137547
136,5,4,2,0,0,4,10,1941,0,98112,2540000.0,502.78810408921936,1248.2342007434945
137,3,2,2,1,4,4,12,1976,0,98166,2130000.0,502.1375464684015,2236.895910780669
138,3,3,2,0,0,3,11,1997,0,98053,1210000.0,501.85873605947955,2299.2565055762084
139,5,3,2,0,0,3,10,1918,2008,98004,3000000.0,499.07063197026025,1309.5724907063197
140,7,4,1,0,0,3,8,1967,0,98040,884900.0,499.07063197026025,1003.7174721189591
141,4,3,2,0,0,3,10,2002,0,98075,1570000.0,499.07063197026025,30038.5687732342
142,4,3,2,0,4,4,11,1990,0,98198,1350000.0,499.07063197026025,1894.7955390334573
143,4,3,2,0,0,3,10,2005,0,98042,790000.0,499.07063197026025,6491.449814126394
144,4,3,1,0,0,3,9,1971,0,98074,700000.0,498.14126394052045,2397.7695167286247
145,7,3,2,0,0,4,10,1910,0,98112,2890000.0,497.2118959107807,1338.2899628252787
146,5,3,1,0,1,3,11,2008,0,98004,3350000.0,497.2118959107807,1427.5092936802973
147,5,3,2,0,3,4,10,1912,0,98144,2100000.0,496.2825278810409,990.2416356877324
148,6,4,2,0,0,3,11,2000,0,98006,1130000.0,495.35315985130114,1683.6431226765799
149,5,3,2,0,2,3,10,2006,0,98027,950000.0,495.35315985130114,557.6208178438662
150,4,4,2,0,0,3,11,2003,0,98075,1060000.0,494.42379182156134,1862.5464684014871
151,4,4,2,0,0,4,11,1989,0,98077,1370000.0,493.4944237918216,5329.553903345725
152,6,4,2,0,2,3,10,1967,0,98040,1050000.0,493.4944237918216,1184.10780669145
153,7,4,2,0,0,3,10,2013,0,98004,2300000.0,493.4944237918216,819.3308550185874
154,4,5,1,0,4,3,12,1992,0,98006,2480000.0,493.4944237918216,1571.4684014869888
155,5,4,2,0,2,3,11,2005,0,98033,2700000.0,493.02973977695166,780.7620817843866
156,4,2,2,1,2,2,10,1923,0,98105,2560000.0,492.5650557620818,2435.9665427509294
157,4,3,2,0,0,3,11,1989,0,98077,1150000.0,492.5650557620818,3441.82156133829
158,3,3,2,0,0,4,11,1988,0,98053,1690000.0,491.63568773234203,20858.9219330855
159,3,3,2,0,0,4,11,1988,0,98053,1800000.0,491.63568773234203,20858.9219330855
160,4,4,2,0,3,3,11,1978,0,98040,1550000.0,490.70631970260223,1642.8438661710038
161,4,3,2,0,0,3,10,2004,0,98058,782000.0,489.7769516728625,4965.4275092936805
162,5,3,2,0,1,3,10,1977,2003,98040,1800000.0,489.7769516728625,1601.4869888475837
163,4,4,2,1,4,3,11,1979,0,98027,2600000.0,489.7769516728625,1133.364312267658
164,4,4,2,0,0,3,10,1998,0,98059,915000.0,487.9182156133829,4493.680297397769
165,4,5,2,0,2,3,10,2006,0,98024,1860000.0,486.9888475836431,29825.0
166,4,4,2,0,0,3,11,2002,0,98038,1350000.0,486.0594795539034,8299.07063197026
167,3,4,2,1,4,3,10,2005,0,98040,3400000.0,486.0594795539034,1656.6914498141264
168,5,3,2,0,0,3,11,2014,0,98004,1990000.0,486.0594795539034,832.7137546468401
169,5,4,2,0,0,3,11,2001,0,98072,1570000.0,485.13011152416357,6256.412639405205
170,4,3,2,0,3,3,11,2006,0,98075,1480000.0,485.13011152416357,1432.2490706319702
171,5,3,2,0,4,5,10,1911,0,98136,2200000.0,484.2007434944238,3323.8847583643123
172,5,5,2,0,2,3,11,2001,0,98065,925000.0,482.34200743494426,1174.4423791821562
173,5,4,2,0,2,3,11,1987,2000,98040,1700000.0,482.34200743494426,2204.089219330855
174,5,4,2,0,1,3,11,2013,0,98039,2900000.0,482.34200743494426,1356.8773234200744
175,4,3,2,0,3,3,12,2006,0,98006,2250000.0,481.41263940520446,1844.7955390334573
176,5,3,1,0,0,3,11,1993,0,98006,1200000.0,481.41263940520446,1822.1189591078066
177,4,3,2,0,0,4,10,1991,0,98053,1240000.0,481.41263940520446,4640.89219330855
178,5,4,2,0,2,3,11,2001,0,98065,1080000.0,481.41263940520446,1655.2973977695167
179,4,4,2,0,3,3,12,1998,0,98006,1490000.0,481.41263940520446,1215.3345724907063
180,5,3,3,1,4,3,11,1998,0,98155,1680000.0,480.4832713754647,668.8661710037175
181,5,4,2,0,0,3,12,1996,0,98005,1900000.0,479.5539033457249,4118.494423791822
182,4,3,2,0,3,3,11,1997,0,98053,2140000.0,478.62453531598516,42183.55018587361
183,3,4,2,0,2,3,11,1954,0,98112,2250000.0,478.62453531598516,724.907063197026
184,5,3,2,0,2,3,10,2007,0,98008,1380000.0,478.62453531598516,1136.6171003717473
185,5,4,2,0,0,3,11,1996,0,98006,1600000.0,476.7657992565056,4007.7137546468402
186,3,4,3,0,2,3,11,2008,0,98034,1550000.0,475.8364312267658,427.5092936802974
187,4,4,2,0,0,3,10,2008,0,98053,1240000.0,475.8364312267658,3840.799256505576
188,5,3,2,0,0,3,10,2003,0,98034,650000.0,474.90706319702605,931.0408921933085
189,6,4,2,0,0,4,11,1906,0,98112,2140000.0,474.90706319702605,662.453531598513
190,7,3,2,0,0,3,10,2001,0,98075,936000.0,473.97769516728624,2026.2081784386617
191,5,5,2,0,0,3,12,2006,0,98004,3100000.0,473.0483271375465,2199.721189591078
192,4,3,1,0,0,3,11,2013,0,98004,3000000.0,473.0483271375465,1377.6022304832713
193,4,3,2,0,0,3,11,2001,0,98006,1900000.0,472.1189591078067,2579.460966542751
194,4,3,2,0,0,3,11,2000,0,98053,1100000.0,471.18959107806694,5587.639405204461
195,5,2,1,0,2,3,9,1968,0,98003,452000.0,470.91078066914497,1237.453531598513
196,4,5,2,0,0,3,11,2008,0,98004,2150000.0,470.26022304832713,959.1078066914498
197,4,3,1,0,2,3,11,1982,2008,98004,2900000.0,469.3308550185874,1868.0297397769516
198,4,4,2,0,0,3,10,2000,0,98027,1340000.0,469.3308550185874,18824.721189591077
199,5,3,2,0,2,3,11,2001,0,98075,1030000.0,469.3308550185874,1533.457249070632
200,4,3,2,0,0,3,11,2007,0,98004,2320000.0,469.3308550185874,884.7583643122676
201,4,4,1,0,3,3,10,1950,0,98105,2530000.0,468.4014869888476,1491.4498141263941
202,4,4,1,0,0,5,10,1976,0,98006,2850000.0,468.4014869888476,1599.2565055762082
203,5,4,2,0,0,3,11,2004,0,98059,1280000.0,468.4014869888476,879.7397769516729
204,4,4,2,0,2,3,11,2008,0,98040,2450000.0,467.47211895910783,1024.4423791821562
205,3,3,2,1,4,3,10,1941,2002,98144,3600000.0,466.542750929368,1155.2973977695167
206,4,4,2,0,0,3,12,1998,0,98074,1500000.0,466.542750929368,2446.003717472119
207,5,3,2,0,1,3,12,2007,0,98004,3650000.0,466.542750929368,807.992565055762
208,4,3,2,0,0,5,9,1978,0,98027,965000.0,465.6133828996283,4574.53531598513
209,4,3,2,0,0,3,12,1988,0,98006,1470000.0,465.6133828996283,3202.6022304832713
210,4,4,2,0,1,3,11,2014,0,98040,2350000.0,465.6133828996283,1804.089219330855
211,5,5,2,0,0,3,10,2000,0,98075,1250000.0,464.6840148698885,3058.457249070632
212,4,4,3,0,2,3,12,2002,0,98006,1690000.0,464.6840148698885,1202.6951672862454
213,4,3,2,0,0,3,11,2004,0,98029,1450000.0,464.6840148698885,3532.7137546468402
214,5,3,2,0,3,3,10,2008,0,98040,1730000.0,464.6840148698885,2466.542750929368
215,4,4,2,0,3,3,9,1982,0,98052,1250000.0,462.8252788104089,1208.17843866171
216,4,3,2,0,3,3,11,2006,0,98065,1210000.0,462.8252788104089,1679.275092936803
217,4,3,2,0,3,4,11,1992,0,98006,1440000.0,461.89591078066917,1541.078066914498
218,4,4,2,0,0,3,11,1909,2003,98109,1430000.0,460.96654275092936,557.6208178438662
219,5,3,2,0,2,3,11,2001,0,98006,1360000.0,460.96654275092936,1300.185873605948
220,4,2,1,0,4,3,9,1953,0,98178,800000.0,459.1078066914498,932.8066914498141
221,4,4,2,0,0,3,12,2005,0,98092,835000.0,458.17843866171006,2389.7769516728627
222,5,5,2,0,3,3,11,2000,0,98040,1700000.0,458.17843866171006,1361.4312267657992
223,3,2,2,0,0,3,9,1981,0,98072,600000.0,458.17843866171006,7205.947955390335
224,4,4,2,0,3,3,12,2004,0,98075,1470000.0,458.17843866171006,2053.252788104089
225,6,3,1,0,3,4,9,1960,0,98118,850000.0,457.24907063197026,1913.5687732342008
226,4,4,2,0,3,3,10,2006,0,98045,1040000.0,457.24907063197026,25114.869888475838
227,4,4,2,0,0,3,10,2012,0,98053,1410000.0,457.24907063197026,4704.553903345725
228,4,2,1,0,0,4,10,1964,0,98004,1540000.0,456.3197026022305,1406.9702602230484
229,6,2,2,0,0,5,10,1910,0,98102,1680000.0,456.3197026022305,613.3828996282527
230,3,3,2,0,0,4,10,1989,0,98007,1080000.0,456.3197026022305,4048.3271375464683
231,4,3,1,0,0,3,11,2007,0,98074,1220000.0,456.3197026022305,877.6951672862454
232,4,4,2,0,2,3,11,1999,0,98040,2400000.0,454.46096654275095,1411.5241635687732
233,4,3,2,0,0,3,13,2004,0,98059,1780000.0,454.46096654275095,1245.5390334572492
234,5,3,2,0,0,3,9,2014,0,98011,865950.0,454.46096654275095,1118.8661710037175
235,4,4,2,0,3,3,10,2006,0,98092,537000.0,453.8104089219331,2420.074349442379
236,5,2,2,0,0,3,10,1983,0,98074,722500.0,452.6022304832714,1096.6542750929368
237,4,3,2,0,0,3,12,1995,0,98006,1840000.0,452.6022304832714,3642.193308550186
238,5,3,2,0,3,5,10,1929,0,98144,1740000.0,452.6022304832714,715.6133828996283
239,4,3,2,0,0,3,9,1993,0,98074,1390000.0,451.6728624535316,16851.20817843866
240,6,3,2,0,0,3,11,1998,0,98006,1070000.0,451.6728624535316,1096.003717472119
241,5,4,1,0,1,5,10,1905,0,98112,2250000.0,451.6728624535316,878.5315985130112
242,4,3,2,0,0,3,12,1996,0,98039,2950000.0,451.6728624535316,2219.7955390334573
243,5,3,2,0,2,4,11,1989,0,98040,1680000.0,451.6728624535316,2204.739776951673
244,5,4,2,0,0,3,10,2001,0,98023,569950.0,450.74349442379184,3801.3011152416357
245,4,4,2,1,4,5,10,1989,0,98034,3000000.0,450.74349442379184,1156.5985130111524
246,5,4,2,0,0,3,10,1977,0,98005,975000.0,450.74349442379184,3387.546468401487
247,5,4,2,1,4,3,10,2007,0,98008,3570000.0,450.74349442379184,983.64312267658
248,5,4,2,0,0,3,10,2014,0,98040,1680000.0,448.8847583643123,1065.6133828996283
249,5,4,2,0,2,4,11,1914,0,98144,1930000.0,448.8847583643123,748.1412639405205
250,4,3,2,1,4,4,11,1990,0,98039,3640000.0,448.8847583643123,2068.4944237918216
251,5,5,2,0,1,5,9,1952,1998,98040,1680000.0,448.8847583643123,1738.5687732342008
252,5,4,2,0,0,4,11,1990,0,98077,1060000.0,447.9553903345725,1223.5130111524163
253,4,4,2,0,3,3,11,2007,0,98004,3200000.0,447.02602230483274,1751.9516728624535
254,5,3,2,0,2,3,11,1998,0,98006,1350000.0,446.09665427509293,1392.5650557620818
255,6,4,2,0,0,3,10,2007,0,98112,1980000.0,446.09665427509293,845.4460966542752
256,4,3,2,0,0,3,10,2011,0,98059,1080000.0,446.09665427509293,1182.8066914498143
257,5,3,2,0,1,3,9,2005,0,98006,818500.0,445.1672862453532,1204.182156133829
258,4,4,2,0,0,3,12,1999,0,98074,1680000.0,445.1672862453532,2361.710037174721
259,5,3,1,0,0,4,10,1975,0,98039,2580000.0,444.2379182156134,1899.6282527881042
260,5,4,2,0,0,3,11,1994,0,98077,1640000.0,444.2379182156134,10970.910780669145
261,5,3,1,0,0,4,11,1973,0,98005,1040000.0,443.3085501858736,4655.576208178439
262,5,4,2,0,0,3,12,1990,0,98006,1480000.0,443.3085501858736,2934.014869888476
263,4,2,2,0,0,5,9,1916,0,98112,2250000.0,442.3791821561338,746.8401486988847
264,6,3,2,0,0,4,8,1947,0,98022,487000.0,441.4498141263941,23104.089219330854
265,4,4,2,0,2,3,10,2005,0,98118,1310000.0,441.4498141263941,1292.9368029739778
266,4,3,2,0,0,3,11,1988,0,98052,1120000.0,441.4498141263941,5796.003717472119
267,4,3,1,0,0,5,11,1976,0,98004,2180000.0,441.4498141263941,2016.82156133829
268,5,3,2,0,2,3,10,2013,0,98198,770000.0,441.4498141263941,765.2416356877324
269,4,3,2,0,0,3,10,1987,0,98075,970000.0,440.52044609665427,7084.5724907063195
270,4,3,2,0,0,3,11,1990,0,98053,1150000.0,440.52044609665427,4562.360594795539
271,4,3,2,0,0,4,10,1991,0,98027,1050000.0,440.52044609665427,11780.57620817844
272,4,3,2,0,3,3,11,2006,0,98027,1350000.0,440.52044609665427,800.2788104089219
273,4,3,2,0,0,3,11,2003,0,98053,1200000.0,440.52044609665427,16031.319702602232
274,4,3,1,0,0,5,10,1935,0,98112,2450000.0,439.5910780669145,1262.639405204461
275,4,3,1,1,4,3,10,1954,0,98033,3400000.0,439.5910780669145,4448.884758364313
276,4,4,3,0,4,5,11,1971,0,98177,1530000.0,438.6617100371747,1951.6728624535317
277,5,4,2,0,0,3,11,2005,0,98053,875000.0,438.6617100371747,1741.728624535316
278,3,3,2,0,2,3,10,1998,0,98059,860000.0,438.6617100371747,3017.379182156134
279,5,4,2,0,0,5,9,1975,0,98027,745000.0,438.6617100371747,45867.47211895911
280,6,2,2,0,3,3,10,1931,0,98105,2180000.0,437.73234200743497,1022.3048327137546
281,4,3,2,0,0,3,10,1978,0,98005,900000.0,436.80297397769516,3569.888475836431
282,4,3,2,0,3,3,11,1958,1995,98033,2650000.0,436.80297397769516,1276.0223048327139
283,4,2,2,0,0,3,10,1999,0,98075,1180000.0,436.80297397769516,4615.055762081784
284,5,4,2,0,0,3,11,2002,0,98006,1400000.0,436.80297397769516,2074.907063197026
285,4,3,1,0,4,3,11,2005,0,98116,1400000.0,436.80297397769516,851.3011152416357
286,4,4,2,0,1,3,11,2002,0,98033,2230000.0,436.80297397769516,1003.7174721189591
287,5,3,2,0,0,3,10,2006,0,98033,1140000.0,436.80297397769516,1044.3308550185873
288,4,3,1,0,2,3,11,2002,0,98033,1240000.0,436.80297397769516,946.3754646840149
289,5,4,2,0,0,3,9,1926,0,98112,2050000.0,435.8736059479554,762.8252788104089
290,4,3,2,0,2,3,10,1995,0,98155,600000.0,435.8736059479554,1387.5464684014871
291,5,4,2,0,0,3,10,1995,0,98006,932808.0,435.8736059479554,623.1412639405205
292,4,4,2,0,0,3,11,2001,0,98004,1950000.0,435.8736059479554,641.2639405204461
293,4,3,2,0,0,3,10,2007,0,98019,1020000.0,435.8736059479554,19251.022304832713
294,4,3,2,0,0,3,10,2005,0,98006,1160000.0,434.9442379182156,901.4869888475837
295,4,3,2,0,0,3,10,2008,0,98033,1350000.0,434.9442379182156,1161.2453531598512
296,4,3,2,0,0,4,12,1988,0,98005,1580000.0,434.01486988847586,4817.472118959108
297,7,4,2,0,2,3,11,1992,0,98039,2450000.0,434.01486988847586,2148.2342007434945
298,5,2,2,0,0,3,11,1998,0,98074,1000000.0,434.01486988847586,1473.6988847583643
